"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"NewHaiderPPO1widSliders.nlogo"
"Experiment"
"09/17/2025 12:52:46:003 +0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-9","9","-9","9"
"[run number]","num-investors","patch-mean-profit","patch-min-risk","patch-max-risk","decision-time-horizon","years-simulated","[step]","mean [wealth] of turtles","sum [wealth] of turtles","count turtles with [wealth < 100000]","mean [current-utility] of turtles","mean [profit] of patches","mean [annual-risk] of patches","count patches with [profit < 500]","count patches with [profit > 15000]"
"7022","40","5000","0.08","0.1","3","25","25","566599.7238573352","2.2663988954293407E7","0","602688.3040685027","11118.99259766451","0.08520328447821142","24","91"
"7023","40","5000","0.08","0.1","3","25","25","522989.5307375036","2.0919581229500145E7","0","527863.7165148441","12173.167995774507","0.08611825054892767","17","107"
"7024","40","5000","0.08","0.1","3","25","25","519247.56122455996","2.07699024489824E7","0","525053.1581237973","9862.79575419167","0.08533852001789001","18","88"
"7025","40","5000","0.08","0.1","3","25","25","949530.8325451616","3.7981233301806465E7","0","1157778.78353921","10693.116001210641","0.08645125396496744","19","93"
"7026","40","5000","0.08","0.1","3","25","25","625309.8449197903","2.5012393796791613E7","0","618733.0358717779","11481.651819812036","0.08542610192161301","11","93"
"7027","40","5000","0.08","0.1","3","25","25","489569.31176555005","1.9582772470622003E7","0","615821.199667023","11672.123153220968","0.08491613589497787","14","101"
"7028","40","5000","0.08","0.1","3","25","25","819927.5021312457","3.2797100085249826E7","0","942580.6066122593","11334.742201887344","0.08625314667064281","20","88"
"7029","40","5000","0.08","0.1","3","25","25","744654.0104543419","2.9786160418173674E7","0","884768.7748470114","12178.634549061477","0.08677679694723694","19","100"
"7030","40","5000","0.08","0.1","3","25","25","606946.9636633599","2.4277878546534393E7","0","746580.03168061","11203.186231191232","0.08638123296078243","18","93"
"7031","40","5000","0.08","0.1","3","50","50","2194842.225276996","8.779368901107983E7","0","2115579.367457214","24663.891267382893","0.08298269124106249","10","168"
"7032","40","5000","0.08","0.1","3","50","50","2700317.034751106","1.0801268139004424E8","0","2561788.9788229256","25283.625818498338","0.08354907289921645","6","183"
"7033","40","5000","0.08","0.1","3","50","50","2407886.120473233","9.631544481892931E7","0","2795068.6659091003","22875.843218052134","0.08328367551996604","14","154"
"7034","40","5000","0.08","0.1","3","50","50","1403812.2750294486","5.6152491001177944E7","0","1439413.9109565683","21074.41541927331","0.08181986647616223","8","159"
"7035","40","5000","0.08","0.1","3","50","50","1426899.760539009","5.707599042156036E7","0","1390639.8614053708","22238.656917403336","0.08314145283008255","11","170"
"7036","40","5000","0.08","0.1","3","50","50","3187656.41526981","1.2750625661079238E8","0","3699536.7668078193","23509.020280669884","0.08358519613575803","12","167"
"7037","40","5000","0.08","0.1","3","50","50","2438518.654144405","9.75407461657762E7","0","2767594.3428854877","24988.580757163392","0.08432683012749903","11","172"
"7038","40","5000","0.08","0.1","3","50","50","2210148.0865194374","8.840592346077749E7","0","2462668.7247376707","25843.60537288766","0.08289119584701576","9","196"
"7039","40","5000","0.08","0.1","3","50","50","2350237.1024331497","9.4009484097326E7","0","2666894.9883426516","25750.060529388105","0.08259475045448939","5","170"
"7040","40","5000","0.08","0.1","3","50","50","2525508.7453512973","1.010203498140519E8","0","2956507.546010266","26305.907603129595","0.08325046604815593","9","181"
"7041","40","5000","0.08","0.1","3","70","70","3784540.5822981843","1.5138162329192737E8","0","4128059.7548611015","41457.22769847478","0.08186596596813189","3","231"
"7042","40","5000","0.08","0.1","3","70","70","4336018.667674413","1.734407467069765E8","0","4854733.712088218","43419.99233997784","0.08121955901342896","3","215"
"7043","40","5000","0.08","0.1","3","70","70","5826185.50169544","2.330474200678176E8","0","6461497.914373973","40827.971637938455","0.08242179587134386","2","222"
"7044","40","5000","0.08","0.1","3","70","70","4497304.106021466","1.7989216424085864E8","0","5290222.43515295","46179.9531325845","0.08129174133694891","4","236"
"7045","40","5000","0.08","0.1","3","70","70","5538500.22171828","2.215400088687312E8","0","6258038.285419172","43637.06250069206","0.08210027895781288","5","219"
"7046","40","5000","0.08","0.1","3","70","70","5662493.151009044","2.2649972604036176E8","0","5747971.061990583","44124.43487985968","0.08213834113874659","2","240"
"7047","40","5000","0.08","0.1","3","70","70","5594983.1886454625","2.237993275458185E8","0","5960300.857473216","43226.089711104716","0.0819090343360968","2","220"
"7048","40","5000","0.08","0.1","3","70","70","3459727.970352871","1.3838911881411484E8","0","4048598.991727604","42466.00946026672","0.08154604548050215","3","220"
"7049","40","5000","0.08","0.1","3","70","70","2908536.839429688","1.1634147357718752E8","0","2859125.113776405","44494.07091753551","0.08151721499828833","4","216"
"7050","40","5000","0.08","0.1","3","70","70","4548391.193402963","1.819356477361185E8","0","5054211.788397888","40833.94040488064","0.08205926812587709","4","202"
"7051","40","5000","0.08","0.1","6","25","25","753814.9686599148","3.0152598746396594E7","0","930894.4280840472","11758.767077058867","0.085228856446439","16","94"
"7052","40","5000","0.08","0.1","6","25","25","1194707.4391314588","4.778829756525835E7","0","1724152.5583526671","12702.5699964628","0.08790401743363185","15","102"
"7053","40","5000","0.08","0.1","6","25","25","650142.7676936692","2.6005710707746767E7","0","920952.5309945408","11486.168905895822","0.08599960603210588","19","100"
"7054","40","5000","0.08","0.1","6","25","25","617729.2446747271","2.4709169786989085E7","0","890552.4863551821","11494.782114747413","0.08488540601791661","17","102"
"7055","40","5000","0.08","0.1","6","25","25","771373.744476638","3.085494977906552E7","0","1201576.7812055335","11247.62906566399","0.08598729437554502","17","82"
"7056","40","5000","0.08","0.1","6","25","25","784134.5474706956","3.1365381898827825E7","0","1140428.2566988547","12152.83985183554","0.08619643421442896","13","101"
"7057","40","5000","0.08","0.1","6","25","25","841334.2870896797","3.365337148358719E7","0","756768.854934096","12034.315166996399","0.0859596334048315","21","87"
"7058","40","5000","0.08","0.1","6","25","25","1123987.4926459584","4.495949970583834E7","0","983484.9391266126","11625.317761899023","0.08846547598101741","17","93"
"7059","40","5000","0.08","0.1","6","25","25","939245.0415912012","3.756980166364805E7","0","1206213.413322588","11104.971164299994","0.08720425217905668","22","90"
"7060","40","5000","0.08","0.1","6","25","25","932866.0201737427","3.7314640806949705E7","0","1266677.8663047845","11642.293110004073","0.08572754147422257","21","94"
"7061","40","5000","0.08","0.1","6","50","50","2355887.6377323293","9.423550550929317E7","0","3185457.430049978","26372.377285333976","0.08480942887400884","6","198"
"7062","40","5000","0.08","0.1","6","50","50","1586862.983362971","6.347451933451884E7","0","1800100.7254589763","21670.845192690493","0.08319427042384321","10","166"
"7063","40","5000","0.08","0.1","6","50","50","1788092.9629555393","7.152371851822157E7","0","2106201.3062908435","22279.71485116985","0.08272322678121563","5","162"
"7064","40","5000","0.08","0.1","6","50","50","2980925.6195501788","1.1923702478200716E8","0","3461637.3991587176","22334.82208576269","0.08460081759533163","10","160"
"7065","40","5000","0.08","0.1","6","50","50","2144894.7750203614","8.579579100081445E7","0","2615457.4673801376","22040.429141880977","0.08346627343512539","6","168"
"7066","40","5000","0.08","0.1","6","50","50","2623279.015483635","1.049311606193454E8","0","3186876.2629806893","25838.784819773144","0.08440365587891074","8","177"
"7067","40","5000","0.08","0.1","6","50","50","1963806.1255742814","7.855224502297126E7","0","2521270.119996727","23406.70922243336","0.0831671429674756","11","173"
"7068","40","5000","0.08","0.1","6","50","50","3896496.357866333","1.558598543146533E8","0","4269193.420117597","26448.813231948232","0.08400430583027421","6","181"
"7069","40","5000","0.08","0.1","6","50","50","1294900.4327640901","5.17960173105636E7","0","1738677.2194168088","23897.79182493297","0.08212133941654602","4","171"
"7070","40","5000","0.08","0.1","6","50","50","1850198.5820717295","7.400794328286918E7","0","2606082.5328950854","25569.864131681006","0.08253684750297856","7","176"
"7071","40","5000","0.08","0.1","6","70","70","5301434.658001868","2.1205738632007474E8","0","6960055.51644849","46705.78457396108","0.08155270723274241","4","236"
"7072","40","5000","0.08","0.1","6","70","70","2067628.2647996969","8.270513059198788E7","0","2075736.3284869522","39487.87571780388","0.0809939861897893","3","231"
"7073","40","5000","0.08","0.1","6","70","70","4937619.520299973","1.9750478081199893E8","0","6370251.309030819","41902.07370621875","0.08153854033175","6","216"
"7074","40","5000","0.08","0.1","6","70","70","4093698.6720053307","1.6374794688021323E8","0","3582690.408130097","42578.41169649012","0.08227720107315013","6","227"
"7075","40","5000","0.08","0.1","6","70","70","6897778.337596355","2.759111335038542E8","0","8290120.878686616","50075.9817867083","0.0828805400905846","5","235"
"7076","40","5000","0.08","0.1","6","70","70","7308868.654745502","2.923547461898201E8","0","8783625.557539787","45773.65069289498","0.08157095961208846","4","226"
"7077","40","5000","0.08","0.1","6","70","70","4397475.80286313","1.7589903211452523E8","0","3977807.541653426","39539.71029617053","0.08235464058724427","1","219"
"7078","40","5000","0.08","0.1","6","70","70","6089675.280931758","2.435870112372703E8","0","7334941.935338306","46271.54203553371","0.08191939462621836","5","234"
"7079","40","5000","0.08","0.1","6","70","70","6287818.4715172015","2.5151273886068806E8","0","8077039.7560328115","43903.664688018594","0.08296817733945913","5","226"
"7080","40","5000","0.08","0.1","6","70","70","7321050.592507007","2.9284202370028025E8","0","9099187.186584385","49759.46235557354","0.08231761350167953","4","221"
"7081","40","5000","0.08","0.1","8","25","25","643292.8069664714","2.5731712278658856E7","0","1019080.0826824242","10937.746375169485","0.08551453759207016","17","83"
"7082","40","5000","0.08","0.1","8","25","25","840094.6906404588","3.360378762561835E7","0","1224393.7624675282","10755.09431106172","0.08754592407024359","21","80"
"7083","40","5000","0.08","0.1","8","25","25","514204.45033168903","2.056817801326756E7","0","464356.58874206134","10747.93816132575","0.08581673011707654","16","85"
"7084","40","5000","0.08","0.1","8","25","25","822874.8194786091","3.2914992779144365E7","0","1072508.771868903","11745.639714160638","0.08614505992967214","18","95"
"7085","40","5000","0.08","0.1","8","25","25","633500.4547608041","2.534001819043216E7","0","827167.7991565104","12768.96288322446","0.08605241508179629","11","103"
"7086","40","5000","0.08","0.1","8","25","25","668511.1624199394","2.6740446496797577E7","0","633904.870713862","12363.890825753144","0.08701802769824392","13","104"
"7087","40","5000","0.08","0.1","8","25","25","844851.8114758327","3.379407245903331E7","0","755768.8356574716","11450.505145972047","0.08539928355756923","15","84"
"7088","40","5000","0.08","0.1","8","25","25","805727.949849782","3.222911799399128E7","0","1208042.4556076261","11107.388395131937","0.08716986144491963","17","97"
"7089","40","5000","0.08","0.1","8","25","25","718076.1243472155","2.872304497388862E7","0","997728.6247036969","11623.031274226409","0.08557143907280976","16","96"
"7090","40","5000","0.08","0.1","8","25","25","716468.186671625","2.8658727466865E7","0","1049208.5130104148","11773.485175657097","0.08490147808825803","20","91"
"7091","40","5000","0.08","0.1","8","50","50","2316733.061319995","9.266932245279981E7","0","3259014.7957870075","24753.619835513116","0.08293037637061242","13","166"
"7092","40","5000","0.08","0.1","8","50","50","3011413.2849086626","1.2045653139634651E8","0","4361885.64975694","24416.541895534298","0.08342052568782508","5","175"
"7093","40","5000","0.08","0.1","8","50","50","1645317.1386860176","6.58126855474407E7","0","1575510.8301009694","23570.138439527967","0.08228730004756833","5","180"
"7094","40","5000","0.08","0.1","8","50","50","2363243.215392678","9.452972861570711E7","0","2065680.1817194868","25499.148050251337","0.08393876337741661","16","175"
"7095","40","5000","0.08","0.1","8","50","50","2489906.443994636","9.959625775978544E7","0","3450860.006042643","26627.13278973196","0.08347848437877112","7","169"
"7096","40","5000","0.08","0.1","8","50","50","1780286.3495624668","7.121145398249868E7","0","2349131.8878755304","27710.681937529","0.0829857155008339","7","189"
"7097","40","5000","0.08","0.1","8","50","50","1816489.989784304","7.265959959137216E7","0","2452279.9003847297","24426.74911540447","0.08230162023085892","4","177"
"7098","40","5000","0.08","0.1","8","50","50","1741560.569455302","6.966242277821209E7","0","2007215.1769991994","22831.535848246793","0.08274067408304103","7","177"
"7099","40","5000","0.08","0.1","8","50","50","1734374.0005336436","6.937496002134575E7","0","1917811.0804205486","22911.722254277138","0.08357973525975688","10","166"
"7100","40","5000","0.08","0.1","8","50","50","4084559.3344477834","1.6338237337791133E8","0","5202725.344751511","25044.56777627803","0.08308700030279047","12","181"
"7101","40","5000","0.08","0.1","8","70","70","3617741.160194938","1.4470964640779752E8","0","3158205.2425844376","41550.65877071631","0.08153716147354759","4","222"
"7102","40","5000","0.08","0.1","8","70","70","4900122.626483772","1.9600490505935088E8","0","6063526.471697083","44596.279412794356","0.08238692572888694","0","228"
"7103","40","5000","0.08","0.1","8","70","70","3751173.9289339436","1.5004695715735775E8","0","3332785.3522656546","44324.68379544212","0.08198481203683744","3","230"
"7104","40","5000","0.08","0.1","8","70","70","3677873.0214760723","1.4711492085904288E8","0","4580366.020049369","42169.26058301618","0.08168909381595789","5","223"
"7105","40","5000","0.08","0.1","8","70","70","3703321.870517414","1.4813287482069656E8","0","5026543.6294890735","40181.31891371628","0.08226358718584191","5","220"
"7106","40","5000","0.08","0.1","8","70","70","6966071.289376269","2.786428515750508E8","0","9600202.692270923","42939.23031220882","0.08169036133306061","2","220"
"7107","40","5000","0.08","0.1","8","70","70","4011132.5803066855","1.6044530321226743E8","0","5449324.051567595","46904.17314590119","0.08153940763797918","2","233"
